1.988000	1.991000	1.990000	1.991000	1.992000	2.097000	2.142000	1.992000	2.049000	2.048000	
0.780000	0.723000	0.723000	0.724000	0.724000	0.900000	0.723000	0.723000	0.725000	0.913000	
0.304000	0.507000	0.525000	0.358000	0.601000	0.355000	0.373000	0.588000	0.468000	0.354000	
0.292000	0.175000	0.434000	0.635000	0.645000	0.178000	0.463000	0.173000	0.179000	0.277000	
0.182000	0.180000	0.178000	0.299000	0.186000	0.190000	0.190000	0.176000	0.178000	0.181000	

5.999000	6.238000	6.210000	5.995000	6.088000	6.085000	6.070000	5.994000	6.124000	6.057000	
2.107000	2.060000	2.062000	2.061000	2.061000	2.062000	2.059000	2.060000	2.064000	2.119000	
0.683000	0.685000	0.682000	0.785000	0.683000	0.764000	0.783000	0.692000	1.105000	1.055000	
1.082000	0.286000	0.424000	0.612000	0.478000	1.285000	0.466000	0.424000	0.490000	0.546000	
0.492000	0.258000	0.265000	0.411000	0.264000	0.261000	0.265000	0.410000	0.260000	0.263000	

11.302000	10.998000	11.044000	11.075000	11.082000	11.042000	11.190000	11.037000	11.067000	11.077000	
3.951000	3.782000	3.792000	3.897000	3.812000	3.791000	3.811000	3.815000	4.002000	3.901000	
1.614000	1.192000	1.268000	1.248000	1.252000	1.187000	1.385000	1.188000	1.194000	1.187000	
0.455000	0.453000	0.454000	0.454000	0.469000	0.456000	0.455000	0.453000	0.457000	0.457000	
0.356000	0.348000	0.350000	0.809000	0.860000	0.350000	1.234000	1.091000	1.115000	0.348000	

21.152000	21.070000	21.078000	21.012000	21.068000	21.026000	21.031000	21.066000	21.009000	21.008000	
7.085000	7.105000	7.085000	7.149000	7.135000	7.145000	7.151000	7.153000	7.177000	7.153000	
2.206000	2.225000	2.211000	2.196000	3.612000	2.498000	2.299000	2.188000	3.402000	2.195000	
1.171000	1.127000	1.167000	1.156000	1.087000	2.007000	1.130000	1.172000	1.150000	1.168000	
1.137000	1.631000	1.488000	1.126000	1.133000	1.647000	1.597000	1.131000	1.683000	1.677000	

