0.009930	0.010640	0.013553	0.011781	0.013447	0.013933	0.011170	0.013788	0.013420	0.012380	
0.020520	0.016442	0.015668	0.020083	0.013742	0.017168	0.017493	0.013141	0.014773	0.019101	
0.027184	0.025205	0.023594	0.025956	0.021573	0.019941	0.023467	0.025265	0.024894	0.024460	
0.025805	0.026755	0.034718	0.033810	0.027331	0.025944	0.026917	0.028807	0.029944	0.023857	
0.036691	0.035559	0.035386	0.029253	0.032854	0.035135	0.030515	0.031564	0.036544	0.031850	
0.044746	0.037770	0.036943	0.031939	0.037574	0.038664	0.038664	0.039689	0.041795	0.032910	
0.047842	0.050696	0.043662	0.045313	0.038370	0.049072	0.043570	0.046953	0.039029	0.043516	
0.042408	0.046627	0.043236	0.048999	0.050312	0.052169	0.048014	0.049400	0.052357	0.054046	
0.046056	0.045699	0.060504	0.052937	0.046335	0.054175	0.058707	0.056218	0.046839	0.054947	
0.064827	0.062167	0.057128	0.055595	0.070560	0.061595	0.071291	0.062454	0.056160	0.050564	
0.063464	0.063242	0.061404	0.063418	0.053117	0.072968	0.071763	0.066766	0.062457	0.054035	
0.079052	0.067341	0.054688	0.057356	0.067744	0.075223	0.067027	0.067920	0.055530	0.064441	
0.069308	0.079665	0.071128	0.061605	0.076579	0.081540	0.062261	0.069624	0.070202	0.082217	
0.086045	0.072152	0.074592	0.081658	0.081469	0.073009	0.088046	0.087007	0.078285	0.064509	
0.088374	0.089681	0.076639	0.080874	0.090950	0.088240	0.089915	0.084963	0.072901	0.091615	
0.093176	0.078194	0.083614	0.078378	0.074799	0.081548	0.093145	0.082831	0.084063	0.076253	
0.092563	0.087534	0.105252	0.084294	0.078732	0.084075	0.091674	0.090518	0.082516	0.095994	
0.091580	0.087921	0.098928	0.096595	0.091412	0.086581	0.082568	0.084274	0.083819	0.085033	
0.105241	0.108365	0.091735	0.112137	0.112143	0.115028	0.092561	0.118079	0.107463	0.106018	
0.096497	0.100637	0.112412	0.097725	0.094809	0.093871	0.115093	0.103850	0.102888	0.093358	
0.101765	0.099192	0.105646	0.107873	0.092708	0.117026	0.133189	0.119624	0.098675	0.106996	
