0.000833	0.000872	0.000965	0.001333	0.001086	0.000817	0.000869	0.000988	0.000897	0.000999	
0.001327	0.001413	0.001149	0.001936	0.001230	0.001343	0.001333	0.001681	0.001494	0.001518
0.001812	0.001782	0.001921	0.002436	0.001722	0.001731	0.001968	0.002123	0.002297	0.002082	
0.002447	0.002280	0.002244	0.002578	0.002415	0.002471	0.002560	0.002078	0.002224	0.002291	
0.002978	0.002819	0.002430	0.002616	0.002584	0.003146	0.002517	0.002974	0.002555	0.002318	
0.003123	0.003322	0.002910	0.003298	0.003244	0.003469	0.002718	0.003088	0.002477	0.002772	
0.003404	0.003117	0.003276	0.003099	0.003026	0.003035	0.003723	0.004355	0.003959	0.003040	
0.003404	0.004510	0.003637	0.003861	0.003757	0.003327	0.004336	0.004234	0.003984	0.003805	
0.005348	0.005012	0.003859	0.004075	0.004183	0.004127	0.004295	0.005026	0.004448	0.003720	
0.004739	0.004583	0.006087	0.005203	0.004088	0.005319	0.003999	0.004175	0.004483	0.005409	
0.005146	0.005410	0.005186	0.006085	0.004765	0.005097	0.004630	0.004992	0.005109	0.005377	
0.005663	0.005808	0.005698	0.006319	0.006451	0.005019	0.006032	0.006308	0.005510	0.006434	
0.006009	0.006756	0.005752	0.006467	0.006888	0.006536	0.006376	0.006673	0.006461	0.005796	
0.007210	0.007279	0.005747	0.004522	0.004770	0.005648	0.005118	0.004952	0.005040	0.004067	
0.006807	0.004787	0.005349	0.007600	0.008828	0.005637	0.005609	0.007878	0.006272	0.006401	
0.007013	0.006924	0.005741	0.007807	0.007576	0.006724	0.006335	0.007385	0.007146	0.007941	
0.007493	0.007638	0.008305	0.008051	0.007076	0.007955	0.006646	0.006543	0.007446	0.006188	
0.007536	0.008086	0.006457	0.008021	0.007781	0.007926	0.008389	0.007132	0.006360	0.008918	
0.007999	0.008621	0.008842	0.007152	0.007974	0.008118	0.006778	0.007933	0.007425	0.007271	
0.008430	0.007635	0.007341	0.010070	0.009034	0.009527	0.008952	0.009189	0.009527	0.008484	
0.009879	0.010139	0.009122	0.010409	0.008911	0.008262	0.008628	0.010050	0.010877	0.009095	
